Artist,Song Title,Year,Tempo,Genre
La Portuaria,0,0,112.071,disco
Hemdale,0,0,108.917,grindcore
Jesse Malin and The St. Marks Social,0,2007,126.105,urban folk
3 Doors Down,0,2003,86.82,post-grunge
Ma Rainey,0,1927,99.076,classic female blues
Zombie Girl,0,2006,129.984,electro
Daniel Johnston,0,0,106.742,power pop
Niraj Chag,0,0,90.013,trip hop
JoAPSo Gilberto,0,2000,127.782,brazilian jazz
Bone Thugs-N-Harmony,0,2000,101.167,gangster rap
Ultraviolence,0,0,174.57,gabba
Los Chichos,0,1984,150.955,flamenco
Christian McBride,0,0,121.201,jazz funk
Jim Kweskin,0,0,160.981,ragtime
Utopia,0,0,173.841,new beat
Foxy Brown,0,0,93.056,hip hop
Muse,0,0,127.547,art rock
String Trio Of New York,0,0,130.316,chamber jazz
Enthroned,0,2010,90.66,black metal
Mastodon,0,2001,173.205,alternative metal
RamA3n Vargas;Vladimir Jurowski,0,0,127.113,opera
Portable,0,2003,116.005,post-grunge
Hank Locklin,0,0,90.61,honky tonk
Lili Ivanova,0,0,124.025,pop folk
Wailing Souls,0,1981,146.445,roots reggae
Furry Lewis,0,0,136.915,country blues
BrAPderna Djup,0,0,135.407,folk
Jo-El Sonnier,0,0,169.235,bluegrass
Naughty By Nature;Naughty By Nature featuring Zhane,0,0,91.981,gangster rap
Murskahumppa,0,0,130.756,suomi rock
Vanessa Bell Armstrong,0,0,120.977,gospel
Radiohead,0,1997,150.848,british pop
Dave Hollister,0,2006,118.052,motown
Seamus Egan,0,0,60.11,irish folk
Arthur Tracy,0,0,138.25,vaudeville
Angelo Badalamenti,0,0,67.405,chill-out
C.C. Adcock,0,0,172.716,zydeco
DMX,0,1998,106.769,hip hop
James Horner,0,1998,76.499,rock
Kitaro,0,1993,35.931,chill-out
Las Ketchup,0,2006,167.954,rumba
C-Side & Petit Mal,0,0,135.087,country rock
Don Gibson,0,1987,80.738,country rock
Jewel,0,0,85.316,stoner metal
John Legend [feat. Buju Banton],0,0,162.876,lovers rock
Izzy,0,0,88.761,opera
Nick Cave & The Bad Seeds,0,2003,116.621,rock
Bury Your Dead,0,2009,123.635,hardcore punk
Our Time Down Here,0,0,126.4,hardcore punk
Pee Wee King,0,0,89.201,western swing
Acorps de Rue,0,0,73.136,musette
The Nelons,0,0,72.001,ccm
Les Blaireaux,0,2007,140.173,chanson
Bersuit Vergarabat,0,2005,135.982,cumbia
G-Unit,0,2003,88.043,rap
Saosin,0,2005,85.029,alternative metal
John Williams,0,0,138.508,soundtrack
Pardesi,0,0,106.438,bhangra
Baby Grand,0,0,114.011,twee pop
DJ Ostkurve,0,0,137.951,hard trance
Roy Rogers,0,0,121.815,western swing
Reni,0,0,92.68,pop folk
Leonard Kwan,0,0,83.065,slack key guitar
Steve Riley & The Mamou Playboys,0,1995,225.669,folk rock
Falco,0,1992,94.777,dance pop
New Roanoke Jug Band,0,0,96.212,jug band
Warren Barfield,0,2006,117.985,ccm
Dilated Peoples,0,2004,165.546,turnablism
Orquesta Broadway,0,0,95.243,charanga
Fever Ray,0,2009,64.811,electronic
Charles Williams,0,0,102.95,latin jazz
Bob Wills,0,0,95.655,western swing
David Martin,0,0,133.925,screamo
The Animals_ Sonny Boy Williamson,0,1973,81.111,blues-rock
MN,0,0,136.95,8-bit
T-Bone Walker,0,0,162.855,texas blues
Floor,0,2009,144.803,stoner metal
Michael Card,0,0,122.403,ccm
Walter Jackson,0,2006,78.453,northern soul
Megadrums,0,0,118.713,world beat
Justin,0,0,81.38,future jazz
Tim Exile,0,2006,141.836,breakcore
Alex Theory,0,0,100.295,dub
Bizzy Bone Presents,0,2004,81.901,gangster rap
Marcel Mouloudji,0,0,77.5,chanson
Jerry Reed,0,0,201.951,country rock
George Lopez,0,2006,101.455,california
Cinder,0,2006,157.909,post-grunge
Speedball,0,1998,159.702,speedcore
Johnny Cash,0,2006,118.041,honky tonk
Rui Da Silva,0,0,123.007,progressive house
Autumnblaze,0,1999,119.428,doom metal
Sister Rosetta Tharpe,0,0,89.995,religious music
Hatesex,0,0,180.129,dark wave
Kris Kristofferson,0,1974,74.809,western swing
Gary Moore,0,2005,100.081,blues-rock
Christina Aguilera,0,2002,152.214,dance pop
Maurane / Lara Fabian,0,2003,107.087,chanson
Rita Chiarelli,0,2004,90.282,blues
Kiprich,0,0,183.827,dancehall
Pepe Kalle,0,0,140.316,afrobeat
Jaime Urrutia,0,0,102.165,rockabilly
David Tao,0,0,151.882,chinese music
Goatwhore,0,2006,110.994,black metal
SA(c)amus Egan,0,0,201.651,irish folk
Superchumbo,0,0,127.992,progressive house
We Show Up On Radar,0,0,79.226,singer-songwriter
Gabinete Caligari,0,1989,109.051,pop rock
SUMO,0,1989,101.742,gabba
The Clark Sisters,0,0,101.988,ccm
Hank Locklin,0,0,106.941,honky tonk
Tanto Metro & Devonte,0,2003,195.976,dancehall
Basic Channel,0,1994,127.923,techno
Tammy Wynette,0,1968,105.202,honky tonk
Whitesnake,0,0,145.689,blues-rock
Chet Atkins,0,0,98.117,honky tonk
Eddie Cano,0,0,165.263,latin jazz
Terry Riley,0,2002,128.135,free improvisation
Mack and Jamie,0,0,186.13,stand-up comedy
Trivium,0,2008,100.604,alternative metal
Der Plan,0,0,35.898,experimental rock
Reel Big Fish,0,2007,159.723,ska punk
Ensiferum,0,1999,200.061,power metal
Martin Sexton,0,2001,133.391,blue-eyed soul
John Mayall & The Bluesbreakers,0,0,166.238,blues-rock
Luiz Bonfa,0,0,105.813,samba
Chris Standring,0,2006,97.959,smooth jazz
AngA(c)lla Christie,0,0,111.465,country gospel
Neviss,0,2003,160.409,british pop
Red Hot Chili Peppers,0,1999,76.986,rap rock
Chango Spasiuk,0,0,194.156,polka
Charley Patton,0,1930,107.877,delta blues
The Race,0,2006,118.043,dream pop
Yahir,0,0,131.938,brutal death metal
Brian Dullaghan,0,0,92.29,irish folk
Gordon MacRae,0,0,77.929,smooth jazz
The Winans,0,0,102.328,ccm
Mario Rosenstock,0,0,79.09,irish
Jerry Goldsmith,0,1985,77.306,soundtrack
Tom Petty And The Heartbreakers,0,0,168.946,heartland rock
Winston Reedy,0,1997,153.738,lovers rock
Pablo Montero,0,0,100.048,ranchera
Papa Wemba,0,0,120.411,soukous
John Hammond,0,2005,90.666,blues
Barbarito Diez,0,0,116.949,charanga
Richard Galliano,0,1999,79.53,tango
Pride Tiger,0,2007,114.061,hard rock
Ten Years After,0,1989,128.598,blues-rock
Sweet,0,0,84.103,glam rock
Helen Love,0,1997,156.074,power pop
Bamberg Symphony Orchestra and Hans Swarowsky,0,0,137.219,symphony
Tomorrow,0,0,138.028,jungle music
Ty Herndon;Stephanie Bentley,0,0,74.166,country
Gary Morris,0,0,81.809,country gospel
Chimaira,0,2007,150.11,groove metal
Faye Adams,0,1961,110.323,jump blues
Cali,0,0,187.716,dance pop
SilvA(c)rio Pessoa,0,0,95.997,progressive trance
X-Static,0,0,98.645,happy hardcore
Deborah Allen,0,2005,67.904,country rock
The Master Musicians of Jajouka featuring Bachir Attar,0,0,131.578,jungle music
John Holt,0,0,166.05,lovers rock
The Prodigy,0,0,215.916,hardcore techno
Tina Britt,0,2006,118.835,chicago blues
Sonny Terry & Brownie McGhee,0,0,106.237,piedmont blues
MxPx,0,2000,130.716,christian rock
Fort Minor (Featuring Mr. Hahn),0,2005,90.009,rap metal
Dean Elliott And His Big Band,0,0,120.172,exotica
Enslavement Of Beauty,0,2001,120.052,parody
liquid soul & freq,0,0,0.0,jazz funk
C.J. Chenier,0,1992,89.67,zydeco
Mercedes Castro,0,0,129.354,folk
Snow Patrol,0,2003,117.966,indie rock
Antonio Bribiesca,0,0,84.05,guitar
Sex Pistols,0,0,133.811,punk
Pinchers,0,0,158.103,dancehall
Trick Trick / Eminem,0,2005,91.101,bass music
Michael Jackson,0,1995,128.702,motown
Franco,0,0,178.192,soukous
Carlos NuA+-ez,0,2002,113.156,flamenco
Facto Delafe y las flores azules,0,2005,95.036,trip hop
Dora The Explorer,0,2008,123.965,goregrind
J.J. Cale,0,1997,111.492,blues-rock
DJ Spinn,0,0,119.987,chicago house
Theodis Ealey,0,0,99.238,soul blues
Janet Paschal,0,0,119.194,southern gospel
Everyday Sunday,0,2002,103.009,post-grunge
Peggy Zina,0,2009,96.024,modern laika
Souls Of Mischief,0,2002,96.287,jazz rap
Hacken Lee,0,0,112.081,cantonese pop
Bad Brains,0,1983,86.536,hardcore punk
Raze,0,0,108.831,hip house
The Presets,0,2008,120.119,dance rock
Steve Wilson,0,0,100.006,folk-pop
Jennifer Lopez,0,1999,80.979,dance pop
A.Z.,0,1998,180.296,gangster rap
Francisco CA(c)spedes,0,1998,110.666,los angeles
Quadro Nuevo,0,0,110.551,tango
Chris Farlowe,0,0,122.298,blue-eyed soul
Silverstein,0,2006,200.375,post-hardcore
Kris Kristofferson,0,0,141.51,western swing
Alice In Chains,0,1992,92.012,grunge
The Charms,0,0,149.054,bubblegum pop
Matisyahu,0,2004,181.549,reggae
BA(c)la Fleck,0,1982,140.659,bluegrass
Jongo Trio,0,0,184.964,bossa nova
Donny Hathaway,0,1990,72.937,jazz funk
Javier Mendoza Band,0,0,117.116,modern rock
Sapo,0,2003,141.45,latin jazz
Eddie Money,0,1977,86.902,pop rock
Thomas Battenstein,0,0,162.103,guitar
Cracker,0,1995,136.459,roots rock
Sade,0,1983,119.903,quiet storm
Photo Atlas,0,2007,168.248,dance-punk
Kenny Price,0,0,117.076,country rock
3 Doors Down,0,2002,128.714,post-grunge
Elliot Goldenthal,0,2003,148.505,instrumental rock
Delroy Wilson,0,0,166.687,rock steady
Arkona,0,0,106.724,black metal
Behemoth,0,2004,85.112,black metal
Andre Popp,0,0,103.77,chanson
Soilwork,0,2000,93.235,death metal
CAC/ndido,0,0,167.951,latin jazz
Horace Andy,0,0,174.282,roots reggae
Shaggy,0,1994,89.998,reggae
RamA3n Vargas_ SA$?ngerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,0,0,69.538,opera
The Rapture,0,2003,120.006,alternative dance
Nicole C. Mullen,0,0,130.64,ccm
Dinosaur Jr,0,1994,145.228,indie rock
Los Van Van,0,0,130.691,salsa
Snow Patrol,0,2004,142.01,indie rock
Lara,0,2009,81.986,visual kei
Outerspace,0,2006,181.889,hip hop
Gloria Lasso,0,0,123.049,europop
Les Sexareenos,0,2001,182.57,garage rock
DJ Spinn,0,0,120.231,chicago house
Stevie Ray Vaughan And Double Trouble,0,1996,98.623,texas blues
The Creation,0,1967,85.453,freakbeat
The Balustrade Ensemble,0,2007,116.423,trip hop
The Box Tops,0,1967,117.381,blue-eyed soul
Terry Callier,0,2001,109.018,soul jazz
Ultimate Fakebook,0,0,115.606,power pop
Astarte,0,2000,161.782,black metal
Elakelaiset,0,1996,166.906,parody
Prisma,0,0,194.704,gabba
Anubis Spire,0,0,161.621,progressive rock
Beaver Harris,0,0,82.571,free jazz
Darwin Hobbs,0,2003,41.21,religious music
Jerry Yan,0,0,117.892,chinese music
Tommy James & The Shondells,0,1969,167.841,brill building pop
Marcus Miller,0,2005,78.382,jazz funk
Charles Williams,0,0,74.666,latin jazz
Los Iracundos,0,0,92.785,latin pop
Hevia,0,2003,125.02,folk rock
John And The Bluesbreakers Mayall,0,1967,94.304,blues-rock
Checkers,0,0,135.048,j pop
Babbie Mason,0,0,141.022,ccm
The Grease Band,0,0,123.891,swamp rock
Bally Sagoo,0,0,111.901,bhangra
Champion Jack Dupree,0,0,95.026,piano blues
Z.Z. Hill,0,1971,73.545,soul blues
Benabar,0,2003,88.018,chanson
John Michael Talbot,0,1989,96.709,ccm
Britney Spears,0,2000,111.004,dance pop
Skeletonwitch,0,2007,201.333,speed metal
Blingtones,0,0,67.046,turnablism
Charlie Cruz,0,0,200.534,salsa
Kix,0,0,140.994,heavy metal
Indigenous,0,0,108.018,blues-rock
True Believers,0,0,92.881,melodic hardcore
Los Abuelos De La Nada,0,1984,139.685,rock
Slightly Stoopid,0,0,173.709,ska punk
Maximilian Hecker,0,2005,129.488,chamber pop
Leroy Hutson,0,0,183.935,jazz funk
Whitesnake,0,1980,125.783,blues-rock
Semisonic,0,1993,186.012,post-grunge
Laid Back,0,0,124.534,dance pop
Willie Clayton,0,0,85.973,chicago soul
Novaspace,0,2002,185.97,trance
Tom Barabas,0,0,121.001,meditation
Finntroll,0,2004,149.948,heavy metal
Carlos Ponce,0,2003,196.137,male vocalist
Colin James,0,2003,149.317,blues
Marlene Dietrich,0,1992,42.654,chanson
Pinchers & Ganglords,0,0,159.798,dancehall
Ziggy Marley And The Melody Makers,0,0,145.222,reggae
John Mayer,0,0,153.055,rock
Frederik,0,0,95.991,tech house
Willie Clayton,0,0,115.938,chicago soul
Emeneya,0,0,122.799,soukous
Dropline,0,0,79.677,grime
Furry Lewis,0,1972,104.469,country blues
Cancer Bats,0,2010,86.01,southern rock
Roy Rogers,0,0,185.246,western swing
Alexandre Desplat,0,2006,39.451,soundtrack
Biddu,0,0,108.751,disco
Uman,0,0,99.968,chill-out
Lara & Reyes,0,2000,111.727,latin jazz
George Lopez,0,2007,120.492,california
Miriam Yeung,0,0,114.915,cantonese pop
Shakira,0,2009,128.217,dance pop
DJ Quik,0,0,200.079,gangster rap
Sophie Tucker,0,0,100.868,vaudeville
Pyranja,0,2004,178.574,pop rap
Conway Twitty,0,2009,64.141,country
Agency 1.9.9.4,0,0,95.386,hip hop
Blackalicious,0,1999,100.694,hip hop
Wyclef Jean featuring Butch Cassidy and Sharissa,0,2002,183.58,hip hop
Ben Watt feat. Estelle,0,2005,125.992,progressive house
Naughty By Nature,0,2002,93.978,gangster rap
AurA(c)lien Merle,0,0,150.032,chanson
Far Too Jones,0,1997,127.267,alternative rock
Jenney,0,0,120.117,german pop
R.E.M.,0,0,146.484,jangle pop
Los Gaiteros de San Jacinto,0,0,171.123,cumbia
King Diamond,0,0,240.761,heavy metal
Shamen,0,2002,86.561,tech house
Mighty Diamonds,0,0,162.736,roots reggae
Pablo Montero,0,0,146.654,ranchera
Atomic Rooster,0,2005,146.708,hard rock
Lincoln Center Jazz Orchestra,0,0,90.306,hard bop
Ray Boltz & Steve Millikan,0,0,133.318,ccm
Simple Minds,0,1981,139.402,new wave
J. B. Lenoir,0,1954,98.018,chicago blues
Herbert  von Karajan,0,0,124.748,opera
Rihanna,0,2007,128.092,dance pop
Fuzz,0,0,143.951,video game music
Dokken,0,2008,89.019,heavy metal
Ionics,0,0,136.463,turnablism
Top Of The Poppers,0,0,121.238,eurodance
The Winans,0,0,104.856,ccm
Paulette Tajah,0,0,150.024,lovers rock
Republica;Jonny Male;Dave Arch,0,1996,129.888,europop
Guns N' Roses,0,1986,156.65,heavy metal
Fat Joe,0,2002,167.878,gangster rap
Skrape,0,2003,133.912,post-grunge
Curt Bois,0,0,123.765,pop rock
CA(c)line Dion,0,2007,77.977,soft rock
Pee Wee King,0,0,151.049,western swing
FlA!vio JosA(c),0,0,164.815,brazil
Silverchair,0,1995,122.243,post-grunge
Metallica,0,2008,111.504,speed metal
Rancid,0,0,126.464,ska punk
Brian Auger's Oblivion Express,0,0,193.84,jazz fusion
Primordial,0,2007,129.626,folk metal
Chelsea,0,1991,159.552,pop rock
Sizzla,0,1997,168.013,dancehall
Bersuit Vergarabat,0,1996,121.91,cumbia
Casiotone For The Painfully Alone,0,1999,131.078,trip hop
Rainer Bielfeldt,0,0,149.259,chanson
Ann Hampton Callaway,0,0,103.077,vocal jazz
Mando Diao,0,2007,152.041,blues-rock
Donnie McClurkin,0,0,143.986,urban
NewFound Road,0,2009,223.34,bluegrass
Vilma Palma e Vampiros,0,1993,127.803,cumbia
Ray Conniff,0,0,65.852,instrumental pop
Nelson Ned,0,0,85.7,latin jazz
Madilu System,0,0,130.126,congo
Set Your Goals,0,2009,194.532,pop punk
The High Strung,0,2009,95.11,post-grunge
Lost Boyz,0,1997,93.174,gangster rap
Nic Endo,0,1998,88.4,future jazz
Dropkick Murphys,0,1997,168.21,celtic punk
Kim Wilson,0,2003,119.644,harmonica blues
Daath,0,2006,150.163,technical death metal
Suicidal Tendencies,0,1987,186.159,hardcore punk
Bobby Vee,0,0,132.109,brill building pop
Bill & Gloria Gaither,0,0,139.23,ccm
Jennifer Brown,0,1998,90.915,dance pop
"Jean LumiA""re",0,2002,38.644,chanson
Elephant Man,0,0,125.618,dancehall
Alain Souchon,0,0,89.168,chanson
Pepper,0,2008,220.104,reggae
Peggy Zina,0,0,131.991,modern laika
Eric Champion,0,1996,122.421,ccm
Zeltinger Band,0,0,140.264,german pop
Bebe Winans,0,2002,161.405,ccm
Penguin CafA(c) Orchestra,0,2001,128.298,chamber jazz
Colombiafrica - The Mystic Orchestra,0,2007,186.121,soukous
Red Hot Chili Peppers,0,1991,116.282,rap rock
The Kitchen,0,0,142.911,broken beat
Statues,0,0,173.357,power pop
Jonny Lang,0,2003,136.932,blues-rock
Cam'Ron / JR Writer,0,2004,115.139,hip hop
Novembre,0,2007,124.078,doom metal
X-Raided,0,0,161.976,gangster rap
Cornell Campbell,0,0,140.048,roots reggae
Donna The Buffalo,0,1999,151.493,zydeco
Tesla,0,2008,88.127,hard rock
AI-TIEM,0,1993,172.02,jungle music
Little Feat,0,2006,97.342,blues-rock
Mikey Dread,0,1982,145.055,roots reggae
Alberto Cortez,0,1989,91.008,chanson
Conjunto Mar Azul,0,0,93.961,charanga
Death From Above 1979,0,2004,150.155,indie rock
Foo Fighters,0,2007,150.83,grunge
Eyehategod,0,1992,97.916,doom metal
Mal De Ojo,0,0,140.951,grindcore
Edmundo Ros,0,0,121.596,samba
The Antlers,0,2007,80.023,chamber pop
Lionel Rogg,0,0,77.754,early music
Jimmy Riley,0,0,160.04,roots reggae
Elliot Goldenthal,0,2000,79.35,instrumental rock
John Brown,0,0,77.692,hard trance
Marilyn Horne / Wiener Opernorchester / Henry Lewis,0,0,106.504,opera
Jason Mraz,0,0,62.894,alternative rock
Pyrolator,0,0,186.582,hard trance
James Scott Skinner,0,0,133.953,hard house
Abraham Laboriel,0,1995,182.774,jazz
Grupo Batuque,0,2005,155.526,future jazz
Sugar Minott,0,0,121.284,roots reggae
Ini Kamoze,0,0,95.021,dancehall
Mudhoney,0,1993,158.517,grunge
Out Of The Grey,0,0,153.642,ccm
Dino,0,0,103.807,ccm
OV7,0,2001,99.995,ballad
Borialis,0,0,151.805,rap rock
Open Hand,0,2004,154.211,post-grunge
X-ecutioners,0,2001,76.166,turnablism
Mario Rosenstock,0,0,49.171,irish
Juice Leskinen,0,1994,180.8,german pop
Pumpkin Buzzard,0,0,68.936,happy hardcore
Rishi Rich,0,2006,107.011,bhangra
Kanye West,0,2003,166.037,hip hop
The Katies,0,0,133.607,power pop
Los Hispanos,0,0,88.343,cumbia
Sugar Minott,0,0,156.972,roots reggae
Paul Brown,0,2005,122.623,smooth jazz
Lloyd Banks,0,2004,85.366,gangster rap
Marvin Sapp,0,0,100.081,gospel
Sister Hazel,0,1994,127.707,post-grunge
Mighty Diamonds,0,0,146.02,roots reggae
Terror Fabulous,0,1995,94.958,dancehall
Eddie Henderson,0,0,98.436,jazz funk
Kartik Seshadri,0,0,88.329,roots reggae
Modeselektor,0,2005,205.972,techno
Charlie Rich,0,1997,119.963,rockabilly
Kris Kristofferson,0,1970,74.665,western swing
Bad Religion,0,1982,121.805,hardcore punk
SaarbrA1/4cken Radio Symphony Orchestra,0,0,59.478,symphony
Jackie Davis,0,0,117.298,soul jazz
Shawn Colvin,0,1996,109.154,country rock
Less Than Jake,0,2002,170.412,ska punk
Mobb Deep,0,2004,103.433,gangster rap
Irwin Goodman,0,1985,155.735,german pop
Pedro Aznar,0,1995,110.178,chanson
Bill Douglas,0,0,106.117,chamber jazz
Marty Robbins,0,0,83.053,country rock
Gang Starr Featuring Jeru The Damaja And Lil Dap,0,1992,95.301,jazz rap
Lenn Hammond,0,0,154.356,lovers rock
Cool For August,0,1997,124.22,alternative rock
Monster Magnet,0,2004,146.683,stoner metal
Sugar Minott,0,2007,163.848,roots reggae
Nirvana,0,0,105.826,grunge
Unison,0,0,116.432,hard trance
Hatiras & Slarta John,0,2000,128.022,tech house
Randy Travis,0,1993,104.799,country gospel
JosA(c) Augusto;Catia Guimma,0,0,102.399,latin pop
fIREHOSE,0,1991,177.093,alternative rock
Alternative TV,0,1978,105.288,experimental rock
Mike Bloomfield,0,0,102.533,blues-rock
Francky Vincent,0,0,111.95,zouk
The Black Crowes,0,1994,163.204,blues-rock
G-Unit,0,0,93.988,rap
Mat Kearney,0,2009,151.936,singer-songwriter
Conjunto Clasico,0,0,83.905,salsa
Julie Roberts,0,2004,122.022,alternative country
The Presets,0,2008,128.976,dance rock
Lily Holbrook,0,0,118.268,chill-out
Georges Delerue,0,0,141.652,smooth jazz
Ronnie Milsap,0,0,88.947,country rock
Irma Thomas,0,2008,103.206,delta blues
VHS Or Beta,0,2002,126.984,disco
T.G. Sheppard,0,2002,96.027,country rock
O'2L,0,2005,130.091,orchestra
The Cardigans,0,1996,137.342,twee pop
Clifton Chenier,0,2001,116.517,zydeco
B.B. King,0,0,132.115,blues-rock
Zen Lemonade,0,2001,134.21,progressive trance
R. Kelly & Jay Z,0,0,95.464,gangster rap
Jan Wayne,0,0,140.013,eurodance
Jimmy Cliff,0,0,211.986,reggae
The Forms,0,2003,78.134,indie rock
Lionel Rogg,0,0,92.924,early music
Connie Francis,0,0,73.183,brill building pop
Larry The Cable Guy,0,2009,62.018,stand-up comedy
The Kirkbys,0,0,129.393,freakbeat
Arc Angels,0,0,118.372,blues-rock
The Clancy Brothers,0,0,92.326,irish folk
Andy Griffith,0,0,105.129,comedy
Eric Demarsan,0,2005,117.311,smooth jazz
"Myrick ""Freeze"" Guillory",0,0,111.542,zydeco
Ice-T & Chuck D,0,0,109.135,hip hop
Silverchair,0,1995,97.643,post-grunge
U2,0,2000,125.088,dance rock
Sweet,0,0,150.116,glam rock
Billy Bragg & Wilco,0,0,119.066,urban folk
Hot Tuna,0,1976,93.532,blues-rock
GAPtterdA$?mmerung,0,0,137.846,gothic rock
Mil,0,0,199.747,visual kei
The Twinkle Brothers,0,0,88.355,roots reggae
Tum Tum,0,0,87.716,dirty south rap
Mr Dubz,0,0,87.99,dubstep
Shakira,0,0,137.935,dance pop
Soda Stereo,0,1987,104.521,rock
Die Bandbreite,0,0,131.784,hip pop
Pardesi,0,0,98.824,bhangra
Andre Verchuren,0,0,180.588,chanson
Spieluhrmelodien,0,0,94.977,cumbia
Marco Beltrami,0,0,188.068,soundtrack
Erik Hassle,0,2009,127.923,pop rock
An Cafe,0,0,170.003,dance rock
Galactic,0,2007,91.89,jazz funk
Michael Bloomfield,0,0,106.269,blues-rock
Soul Embraced,0,0,168.193,christian metal
Scott Wesley Brown,0,0,124.346,modern rock
Tiny Tim,0,2000,167.477,cabaret
At All Cost,0,2007,100.331,post-hardcore
Shamen,0,1992,219.826,tech house
William Coulter,0,0,177.841,celtic
Phil Spector,0,0,101.166,all-female
Charles Williams And His Orchestra,0,0,66.907,latin jazz
Nick Cave & The Bad Seeds,0,0,99.565,rock
Barrabas,0,0,131.729,disco
Malcolm McLaren,0,0,106.413,electronic
The Brooklyn Tabernacle Choir,0,1995,115.371,gospel
Birmingham Jubilee Singers,0,0,88.908,gospel
Capleton,0,2000,170.781,dancehall
Steve Erquiaga,0,0,150.784,smooth jazz
Avril Lavigne,0,2007,138.364,teen pop
Mickey And The Students,0,0,107.433,protopunk
Chimaira,0,0,69.792,groove metal
Bumblefoot,0,0,156.222,alternative metal
Hem,0,2004,123.997,folk-pop
Lara,0,2009,124.014,visual kei
The Shamen,0,1996,110.04,tech house
Jackie Edwards,0,0,150.302,rock steady
The Moody Blues,0,1977,91.453,british invasion
Frankie Randall,0,0,100.0,easy listening
Arturo Sandoval,0,1997,138.732,latin jazz
Tommy Overstreet,0,0,129.714,country rock
Coven,0,0,87.136,country rock
Kzss & Atma,0,0,145.478,jungle music
Professor Longhair,0,1985,96.874,louisiana blues
Stelios Dionisiou,0,0,99.955,greek
J.C. Lodge,0,0,84.998,lovers rock
Hubert Kah,0,2005,110.013,europop
Snow Patrol,0,2006,125.057,indie rock
M,0,0,123.81,hard trance
Piero Umiliani,0,1998,42.106,jazz funk
Tabu Ley Rochereau,0,0,136.248,soukous
